"UserPrincipalName","DisplayName","GivenName","Surname","MailNickname","Department","EmployeeType","UsageLocation","ExtensionAttribute1","ExtensionAttribute2"
"std01a018@cloudschool.ink","Alisha Pillai","Alisha","Pillai","std01a018","Grade1","Student","AE","Grade01","DivisionA"
"std01a019@cloudschool.ink","Pooja Mishra","Pooja","Mishra","std01a019","Grade1","Student","AE","Grade01","DivisionA"
"std01a020@cloudschool.ink","Tejas Thakur","Tejas","Thakur","std01a020","Grade1","Student","AE","Grade01","DivisionA"
"std01a021@cloudschool.ink","Pallavi Siddiqui","Pallavi","Siddiqui","std01a021","Grade1","Student","AE","Grade01","DivisionA"
"std01a022@cloudschool.ink","Aarohi Thakur","Aarohi","Thakur","std01a022","Grade1","Student","AE","Grade01","DivisionA"
"std01a023@cloudschool.ink","Praveen Thomas","Praveen","Thomas","std01a023","Grade1","Student","AE","Grade01","DivisionA"
"std01a024@cloudschool.ink","Ishita Mehta","Ishita","Mehta","std01a024","Grade1","Student","AE","Grade01","DivisionA"
"std01a025@cloudschool.ink","Karan Fernandes","Karan","Fernandes","std01a025","Grade1","Student","AE","Grade01","DivisionA"
"std01a026@cloudschool.ink","Dev Qureshi","Dev","Qureshi","std01a026","Grade1","Student","AE","Grade01","DivisionA"
"std01a027@cloudschool.ink","Joseph Malhotra","Joseph","Malhotra","std01a027","Grade1","Student","AE","Grade01","DivisionA"
"std01b028@cloudschool.ink","Girish Farooq","Girish","Farooq","std01b028","Grade1","Student","AE","Grade01","DivisionB"
"std01b029@cloudschool.ink","Akshay Bhandari","Akshay","Bhandari","std01b029","Grade1","Student","AE","Grade01","DivisionB"
"std01b030@cloudschool.ink","Tarun Arora","Tarun","Arora","std01b030","Grade1","Student","AE","Grade01","DivisionB"
"std01b031@cloudschool.ink","Akshay Jadhav","Akshay","Jadhav","std01b031","Grade1","Student","AE","Grade01","DivisionB"
"std01b032@cloudschool.ink","Rekha Hussain","Rekha","Hussain","std01b032","Grade1","Student","AE","Grade01","DivisionB"
"std01b033@cloudschool.ink","Ritu Iyer","Ritu","Iyer","std01b033","Grade1","Student","AE","Grade01","DivisionB"
"std01b034@cloudschool.ink","Samuel Bajaj","Samuel","Bajaj","std01b034","Grade1","Student","AE","Grade01","DivisionB"
"std01b035@cloudschool.ink","Latha Rawat","Latha","Rawat","std01b035","Grade1","Student","AE","Grade01","DivisionB"
"std01b036@cloudschool.ink","Rashmi Bisht","Rashmi","Bisht","std01b036","Grade1","Student","AE","Grade01","DivisionB"
"std01b037@cloudschool.ink","Keerthi Tomar","Keerthi","Tomar","std01b037","Grade1","Student","AE","Grade01","DivisionB"
"std01b038@cloudschool.ink","Akshay Jadhav","Akshay","Jadhav","std01b038","Grade1","Student","AE","Grade01","DivisionB"
"std01b039@cloudschool.ink","Riya Antony","Riya","Antony","std01b039","Grade1","Student","AE","Grade01","DivisionB"
"std01b040@cloudschool.ink","Nisha Negi","Nisha","Negi","std01b040","Grade1","Student","AE","Grade01","DivisionB"
"std01b041@cloudschool.ink","Alisha Iyer","Alisha","Iyer","std01b041","Grade1","Student","AE","Grade01","DivisionB"
"std01b042@cloudschool.ink","Rashmi Chauhan","Rashmi","Chauhan","std01b042","Grade1","Student","AE","Grade01","DivisionB"
"std01b043@cloudschool.ink","Aarti Varghese","Aarti","Varghese","std01b043","Grade1","Student","AE","Grade01","DivisionB"
"std01b044@cloudschool.ink","Ritu Singh","Ritu","Singh","std01b044","Grade1","Student","AE","Grade01","DivisionB"
"std01b045@cloudschool.ink","Aarav Namboodiri","Aarav","Namboodiri","std01b045","Grade1","Student","AE","Grade01","DivisionB"
"std01b046@cloudschool.ink","Saanvi Rawat","Saanvi","Rawat","std01b046","Grade1","Student","AE","Grade01","DivisionB"
"std01b047@cloudschool.ink","Maria Qureshi","Maria","Qureshi","std01b047","Grade1","Student","AE","Grade01","DivisionB"
"std01b048@cloudschool.ink","Anand Khatri","Anand","Khatri","std01b048","Grade1","Student","AE","Grade01","DivisionB"
"std01b049@cloudschool.ink","Lokesh Yadav","Lokesh","Yadav","std01b049","Grade1","Student","AE","Grade01","DivisionB"
"std01b050@cloudschool.ink","Gopal Chaudhary","Gopal","Chaudhary","std01b050","Grade1","Student","AE","Grade01","DivisionB"
"std01b051@cloudschool.ink","Ann Joshi","Ann","Joshi","std01b051","Grade1","Student","AE","Grade01","DivisionB"
"std01b052@cloudschool.ink","Sadia Mathew","Sadia","Mathew","std01b052","Grade1","Student","AE","Grade01","DivisionB"
"std01b053@cloudschool.ink","Sachin Gautam","Sachin","Gautam","std01b053","Grade1","Student","AE","Grade01","DivisionB"
"std01b054@cloudschool.ink","Ishita Kulkarni","Ishita","Kulkarni","std01b054","Grade1","Student","AE","Grade01","DivisionB"
"std01c055@cloudschool.ink","Vignesh Naidu","Vignesh","Naidu","std01c055","Grade1","Student","AE","Grade01","DivisionC"
"std01c056@cloudschool.ink","Ayaan Tiwari","Ayaan","Tiwari","std01c056","Grade1","Student","AE","Grade01","DivisionC"
"std01c057@cloudschool.ink","Shreya Farooq","Shreya","Farooq","std01c057","Grade1","Student","AE","Grade01","DivisionC"
"std01c058@cloudschool.ink","Reshma Hegde","Reshma","Hegde","std01c058","Grade1","Student","AE","Grade01","DivisionC"
"std01c059@cloudschool.ink","Pallavi Antony","Pallavi","Antony","std01c059","Grade1","Student","AE","Grade01","DivisionC"
"std01c060@cloudschool.ink","Sangeetha Nambiar","Sangeetha","Nambiar","std01c060","Grade1","Student","AE","Grade01","DivisionC"
"std01c061@cloudschool.ink","Rashmi Solanki","Rashmi","Solanki","std01c061","Grade1","Student","AE","Grade01","DivisionC"
"std01c062@cloudschool.ink","Sivakumar Malhotra","Sivakumar","Malhotra","std01c062","Grade1","Student","AE","Grade01","DivisionC"
"std01c063@cloudschool.ink","Ann Pandey","Ann","Pandey","std01c063","Grade1","Student","AE","Grade01","DivisionC"
"std01c064@cloudschool.ink","Sumit Jain","Sumit","Jain","std01c064","Grade1","Student","AE","Grade01","DivisionC"
"std01c065@cloudschool.ink","Hiba Negi","Hiba","Negi","std01c065","Grade1","Student","AE","Grade01","DivisionC"
"std01c066@cloudschool.ink","Hemant Shetty","Hemant","Shetty","std01c066","Grade1","Student","AE","Grade01","DivisionC"
"std01c067@cloudschool.ink","Zara Naidu","Zara","Naidu","std01c067","Grade1","Student","AE","Grade01","DivisionC"
"std01c068@cloudschool.ink","Vikram Jain","Vikram","Jain","std01c068","Grade1","Student","AE","Grade01","DivisionC"
"std01c069@cloudschool.ink","Suresh Singh","Suresh","Singh","std01c069","Grade1","Student","AE","Grade01","DivisionC"
"std01c070@cloudschool.ink","Maria Tripathi","Maria","Tripathi","std01c070","Grade1","Student","AE","Grade01","DivisionC"
"std01c071@cloudschool.ink","Anil Yadav","Anil","Yadav","std01c071","Grade1","Student","AE","Grade01","DivisionC"
"std01c072@cloudschool.ink","Manju Bisht","Manju","Bisht","std01c072","Grade1","Student","AE","Grade01","DivisionC"
"std01c073@cloudschool.ink","Geetha Tripathi","Geetha","Tripathi","std01c073","Grade1","Student","AE","Grade01","DivisionC"
"std01c074@cloudschool.ink","Vihaan Antony","Vihaan","Antony","std01c074","Grade1","Student","AE","Grade01","DivisionC"
"std01c075@cloudschool.ink","Rohit Salunkhe","Rohit","Salunkhe","std01c075","Grade1","Student","AE","Grade01","DivisionC"
"std01c076@cloudschool.ink","Diya Kamble","Diya","Kamble","std01c076","Grade1","Student","AE","Grade01","DivisionC"
"std01c077@cloudschool.ink","Vihaan Rawat","Vihaan","Rawat","std01c077","Grade1","Student","AE","Grade01","DivisionC"
"std01c078@cloudschool.ink","Jyothi Farooq","Jyothi","Farooq","std01c078","Grade1","Student","AE","Grade01","DivisionC"
"std01c079@cloudschool.ink","Lokesh Khatri","Lokesh","Khatri","std01c079","Grade1","Student","AE","Grade01","DivisionC"
"std01c080@cloudschool.ink","Dhruv Dutta","Dhruv","Dutta","std01c080","Grade1","Student","AE","Grade01","DivisionC"
"std02a001@cloudschool.ink","Maria Kapoor","Maria","Kapoor","std02a001","Grade2","Student","AE","Grade02","DivisionA"
"std02a002@cloudschool.ink","Preethi Patil","Preethi","Patil","std02a002","Grade2","Student","AE","Grade02","DivisionA"
"std02a003@cloudschool.ink","Manish Farooq","Manish","Farooq","std02a003","Grade2","Student","AE","Grade02","DivisionA"
"std02a004@cloudschool.ink","Sneha Namboodiri","Sneha","Namboodiri","std02a004","Grade2","Student","AE","Grade02","DivisionA"
"std02a005@cloudschool.ink","Neha Khatri","Neha","Khatri","std02a005","Grade2","Student","AE","Grade02","DivisionA"
"std02a006@cloudschool.ink","Varun Patil","Varun","Patil","std02a006","Grade2","Student","AE","Grade02","DivisionA"
"std02a007@cloudschool.ink","Karthik Hegde","Karthik","Hegde","std02a007","Grade2","Student","AE","Grade02","DivisionA"
"std02a008@cloudschool.ink","Vishal Reddy","Vishal","Reddy","std02a008","Grade2","Student","AE","Grade02","DivisionA"
"std02a009@cloudschool.ink","Mahesh Nambiar","Mahesh","Nambiar","std02a009","Grade2","Student","AE","Grade02","DivisionA"
"std02a010@cloudschool.ink","Karthik Yadav","Karthik","Yadav","std02a010","Grade2","Student","AE","Grade02","DivisionA"
"std02a011@cloudschool.ink","Harsh Antony","Harsh","Antony","std02a011","Grade2","Student","AE","Grade02","DivisionA"
"std02a012@cloudschool.ink","Yash Chaudhary","Yash","Chaudhary","std02a012","Grade2","Student","AE","Grade02","DivisionA"
"std02a013@cloudschool.ink","Alisha Rao","Alisha","Rao","std02a013","Grade2","Student","AE","Grade02","DivisionA"
"std02a014@cloudschool.ink","Sagar Solanki","Sagar","Solanki","std02a014","Grade2","Student","AE","Grade02","DivisionA"
"std02a015@cloudschool.ink","Nitin Hegde","Nitin","Hegde","std02a015","Grade2","Student","AE","Grade02","DivisionA"
"std02a016@cloudschool.ink","Shivam Chauhan","Shivam","Chauhan","std02a016","Grade2","Student","AE","Grade02","DivisionA"
"std02a017@cloudschool.ink","Tanya Kumar","Tanya","Kumar","std02a017","Grade2","Student","AE","Grade02","DivisionA"
"std02a018@cloudschool.ink","Kunal Kamble","Kunal","Kamble","std02a018","Grade2","Student","AE","Grade02","DivisionA"
"std02a019@cloudschool.ink","Suresh Ghosh","Suresh","Ghosh","std02a019","Grade2","Student","AE","Grade02","DivisionA"
"std02a020@cloudschool.ink","Ann Iyer","Ann","Iyer","std02a020","Grade2","Student","AE","Grade02","DivisionA"
"std02a021@cloudschool.ink","Kishore Gautam","Kishore","Gautam","std02a021","Grade2","Student","AE","Grade02","DivisionA"
"std02a022@cloudschool.ink","Siddharth Syed","Siddharth","Syed","std02a022","Grade2","Student","AE","Grade02","DivisionA"
"std02a023@cloudschool.ink","Aarohi Hegde","Aarohi","Hegde","std02a023","Grade2","Student","AE","Grade02","DivisionA"
"std02a024@cloudschool.ink","Zara Shetty","Zara","Shetty","std02a024","Grade2","Student","AE","Grade02","DivisionA"
"std02a025@cloudschool.ink","Sai Shetty","Sai","Shetty","std02a025","Grade2","Student","AE","Grade02","DivisionA"
"std02a026@cloudschool.ink","Chandrika Solanki","Chandrika","Solanki","std02a026","Grade2","Student","AE","Grade02","DivisionA"
"std02a027@cloudschool.ink","Shreya Negi","Shreya","Negi","std02a027","Grade2","Student","AE","Grade02","DivisionA"
"std02b028@cloudschool.ink","Deepak Pawar","Deepak","Pawar","std02b028","Grade2","Student","AE","Grade02","DivisionB"
"std02b029@cloudschool.ink","Vishal Mishra","Vishal","Mishra","std02b029","Grade2","Student","AE","Grade02","DivisionB"
"std02b030@cloudschool.ink","Girish Gowda","Girish","Gowda","std02b030","Grade2","Student","AE","Grade02","DivisionB"
"std02b031@cloudschool.ink","Kavya Shetty","Kavya","Shetty","std02b031","Grade2","Student","AE","Grade02","DivisionB"
"std02b032@cloudschool.ink","Mahesh Gautam","Mahesh","Gautam","std02b032","Grade2","Student","AE","Grade02","DivisionB"
"std02b033@cloudschool.ink","Reshma Gupta","Reshma","Gupta","std02b033","Grade2","Student","AE","Grade02","DivisionB"
"std02b034@cloudschool.ink","Sakshi Mukherjee","Sakshi","Mukherjee","std02b034","Grade2","Student","AE","Grade02","DivisionB"
"std02b035@cloudschool.ink","Senthil Chopra","Senthil","Chopra","std02b035","Grade2","Student","AE","Grade02","DivisionB"
"std02b036@cloudschool.ink","Hiba Mathew","Hiba","Mathew","std02b036","Grade2","Student","AE","Grade02","DivisionB"
"std02b037@cloudschool.ink","Aarohi Thomas","Aarohi","Thomas","std02b037","Grade2","Student","AE","Grade02","DivisionB"
"std02b038@cloudschool.ink","Mahesh Iyer","Mahesh","Iyer","std02b038","Grade2","Student","AE","Grade02","DivisionB"
"std02b039@cloudschool.ink","Sanjay Nair","Sanjay","Nair","std02b039","Grade2","Student","AE","Grade02","DivisionB"
"std02b040@cloudschool.ink","Gayathri Jadhav","Gayathri","Jadhav","std02b040","Grade2","Student","AE","Grade02","DivisionB"
"std02b041@cloudschool.ink","Deepak Thomas","Deepak","Thomas","std02b041","Grade2","Student","AE","Grade02","DivisionB"
"std02b042@cloudschool.ink","Sachin Arora","Sachin","Arora","std02b042","Grade2","Student","AE","Grade02","DivisionB"
"std02b043@cloudschool.ink","Albin Joseph","Albin","Joseph","std02b043","Grade2","Student","AE","Grade02","DivisionB"
"std02b044@cloudschool.ink","Vikram Patel","Vikram","Patel","std02b044","Grade2","Student","AE","Grade02","DivisionB"
"std02b045@cloudschool.ink","Sneha Parmar","Sneha","Parmar","std02b045","Grade2","Student","AE","Grade02","DivisionB"
"std02b046@cloudschool.ink","Balaji Dutta","Balaji","Dutta","std02b046","Grade2","Student","AE","Grade02","DivisionB"
"std02b047@cloudschool.ink","Anil Saxena","Anil","Saxena","std02b047","Grade2","Student","AE","Grade02","DivisionB"
"std02b048@cloudschool.ink","Saurabh Thomas","Saurabh","Thomas","std02b048","Grade2","Student","AE","Grade02","DivisionB"
"std02b049@cloudschool.ink","Madhav Khan","Madhav","Khan","std02b049","Grade2","Student","AE","Grade02","DivisionB"
"std02b050@cloudschool.ink","Naveen Kumar","Naveen","Kumar","std02b050","Grade2","Student","AE","Grade02","DivisionB"
"std02b051@cloudschool.ink","Srilatha Verma","Srilatha","Verma","std02b051","Grade2","Student","AE","Grade02","DivisionB"
"std02b052@cloudschool.ink","Pankaj Tiwari","Pankaj","Tiwari","std02b052","Grade2","Student","AE","Grade02","DivisionB"
"std02b053@cloudschool.ink","Sakshi Salunkhe","Sakshi","Salunkhe","std02b053","Grade2","Student","AE","Grade02","DivisionB"
"std02b054@cloudschool.ink","Vignesh Ansari","Vignesh","Ansari","std02b054","Grade2","Student","AE","Grade02","DivisionB"
"std02c055@cloudschool.ink","Shankar Jain","Shankar","Jain","std02c055","Grade2","Student","AE","Grade02","DivisionC"
"std02c056@cloudschool.ink","Jatin Jadhav","Jatin","Jadhav","std02c056","Grade2","Student","AE","Grade02","DivisionC"
"std02c057@cloudschool.ink","Joseph Malhotra","Joseph","Malhotra","std02c057","Grade2","Student","AE","Grade02","DivisionC"
"std02c058@cloudschool.ink","Meera Dutta","Meera","Dutta","std02c058","Grade2","Student","AE","Grade02","DivisionC"
"std02c059@cloudschool.ink","Nazia Sen","Nazia","Sen","std02c059","Grade2","Student","AE","Grade02","DivisionC"
"std02c060@cloudschool.ink","Divya Patil","Divya","Patil","std02c060","Grade2","Student","AE","Grade02","DivisionC"
"std02c061@cloudschool.ink","Sridevi Sen","Sridevi","Sen","std02c061","Grade2","Student","AE","Grade02","DivisionC"
"std02c062@cloudschool.ink","Neha Sen","Neha","Sen","std02c062","Grade2","Student","AE","Grade02","DivisionC"
"std02c063@cloudschool.ink","Thomas Farooq","Thomas","Farooq","std02c063","Grade2","Student","AE","Grade02","DivisionC"
"std02c064@cloudschool.ink","Divya Joseph","Divya","Joseph","std02c064","Grade2","Student","AE","Grade02","DivisionC"
"std02c065@cloudschool.ink","Sumit Banerjee","Sumit","Banerjee","std02c065","Grade2","Student","AE","Grade02","DivisionC"
"std02c066@cloudschool.ink","Zara Naidu","Zara","Naidu","std02c066","Grade2","Student","AE","Grade02","DivisionC"
"std02c067@cloudschool.ink","Sumit Shah","Sumit","Shah","std02c067","Grade2","Student","AE","Grade02","DivisionC"
"std02c068@cloudschool.ink","Sandhya Kulkarni","Sandhya","Kulkarni","std02c068","Grade2","Student","AE","Grade02","DivisionC"
"std02c069@cloudschool.ink","Om Salunkhe","Om","Salunkhe","std02c069","Grade2","Student","AE","Grade02","DivisionC"
"std02c070@cloudschool.ink","Aniket Khan","Aniket","Khan","std02c070","Grade2","Student","AE","Grade02","DivisionC"
"std02c071@cloudschool.ink","Neeraj Khan","Neeraj","Khan","std02c071","Grade2","Student","AE","Grade02","DivisionC"
"std02c072@cloudschool.ink","Nandini Parmar","Nandini","Parmar","std02c072","Grade2","Student","AE","Grade02","DivisionC"
"std02c073@cloudschool.ink","Manju Khan","Manju","Khan","std02c073","Grade2","Student","AE","Grade02","DivisionC"
"std02c074@cloudschool.ink","Maria Tripathi","Maria","Tripathi","std02c074","Grade2","Student","AE","Grade02","DivisionC"
"std02c075@cloudschool.ink","Keerthi Banerjee","Keerthi","Banerjee","std02c075","Grade2","Student","AE","Grade02","DivisionC"
"std02c076@cloudschool.ink","Amina Joshi","Amina","Joshi","std02c076","Grade2","Student","AE","Grade02","DivisionC"
"std02c077@cloudschool.ink","Mukesh Chavan","Mukesh","Chavan","std02c077","Grade2","Student","AE","Grade02","DivisionC"
"std02c078@cloudschool.ink","Vijay Siddiqui","Vijay","Siddiqui","std02c078","Grade2","Student","AE","Grade02","DivisionC"
"std02c079@cloudschool.ink","Anand Jadhav","Anand","Jadhav","std02c079","Grade2","Student","AE","Grade02","DivisionC"
"std02c080@cloudschool.ink","Parth Sarkar","Parth","Sarkar","std02c080","Grade2","Student","AE","Grade02","DivisionC"
"std03a001@cloudschool.ink","Nisha Chatterjee","Nisha","Chatterjee","std03a001","Grade3","Student","AE","Grade03","DivisionA"
"std03a002@cloudschool.ink","Sai Mehta","Sai","Mehta","std03a002","Grade3","Student","AE","Grade03","DivisionA"
"std03a003@cloudschool.ink","Anju Gupta","Anju","Gupta","std03a003","Grade3","Student","AE","Grade03","DivisionA"
"std03a004@cloudschool.ink","Sanjay Patel","Sanjay","Patel","std03a004","Grade3","Student","AE","Grade03","DivisionA"
"std03a005@cloudschool.ink","Vaishnavi Kumar","Vaishnavi","Kumar","std03a005","Grade3","Student","AE","Grade03","DivisionA"
"std03a006@cloudschool.ink","Swathi Chauhan","Swathi","Chauhan","std03a006","Grade3","Student","AE","Grade03","DivisionA"
"std03a007@cloudschool.ink","Anil Singh","Anil","Singh","std03a007","Grade3","Student","AE","Grade03","DivisionA"
"std03a008@cloudschool.ink","Antony Qureshi","Antony","Qureshi","std03a008","Grade3","Student","AE","Grade03","DivisionA"
"std03a009@cloudschool.ink","Prakash Saxena","Prakash","Saxena","std03a009","Grade3","Student","AE","Grade03","DivisionA"
"std03a010@cloudschool.ink","Amit Tiwari","Amit","Tiwari","std03a010","Grade3","Student","AE","Grade03","DivisionA"
"std03a011@cloudschool.ink","Aditya Rao","Aditya","Rao","std03a011","Grade3","Student","AE","Grade03","DivisionA"
"std03a012@cloudschool.ink","Rekha Reddy","Rekha","Reddy","std03a012","Grade3","Student","AE","Grade03","DivisionA"
"std03a013@cloudschool.ink","Kavya Koli","Kavya","Koli","std03a013","Grade3","Student","AE","Grade03","DivisionA"
"std03a014@cloudschool.ink","Indu Kumar","Indu","Kumar","std03a014","Grade3","Student","AE","Grade03","DivisionA"
"std03a015@cloudschool.ink","Pooja Shaikh","Pooja","Shaikh","std03a015","Grade3","Student","AE","Grade03","DivisionA"
"std03a016@cloudschool.ink","Sagar Siddiqui","Sagar","Siddiqui","std03a016","Grade3","Student","AE","Grade03","DivisionA"
"std03a017@cloudschool.ink","Kritika Bisht","Kritika","Bisht","std03a017","Grade3","Student","AE","Grade03","DivisionA"
"std03a018@cloudschool.ink","John Kulkarni","John","Kulkarni","std03a018","Grade3","Student","AE","Grade03","DivisionA"
"std03a019@cloudschool.ink","Sadia Sharma","Sadia","Sharma","std03a019","Grade3","Student","AE","Grade03","DivisionA"
"std03a020@cloudschool.ink","Nimisha Salunkhe","Nimisha","Salunkhe","std03a020","Grade3","Student","AE","Grade03","DivisionA"
"std03a021@cloudschool.ink","Hemant Sarkar","Hemant","Sarkar","std03a021","Grade3","Student","AE","Grade03","DivisionA"
"std03a022@cloudschool.ink","Ravi D'Souza","Ravi","D'Souza","std03a022","Grade3","Student","AE","Grade03","DivisionA"
"std03a023@cloudschool.ink","Rekha Gowda","Rekha","Gowda","std03a023","Grade3","Student","AE","Grade03","DivisionA"
"std03a024@cloudschool.ink","Maria Joseph","Maria","Joseph","std03a024","Grade3","Student","AE","Grade03","DivisionA"
"std03a025@cloudschool.ink","Tejas Kamble","Tejas","Kamble","std03a025","Grade3","Student","AE","Grade03","DivisionA"
"std03a026@cloudschool.ink","Pallavi Menon","Pallavi","Menon","std03a026","Grade3","Student","AE","Grade03","DivisionA"
"std03a027@cloudschool.ink","Swathi Pathak","Swathi","Pathak","std03a027","Grade3","Student","AE","Grade03","DivisionA"
"std03b028@cloudschool.ink","Kajal Dutta","Kajal","Dutta","std03b028","Grade3","Student","AE","Grade03","DivisionB"
"std03b029@cloudschool.ink","Antony Qureshi","Antony","Qureshi","std03b029","Grade3","Student","AE","Grade03","DivisionB"
"std03b030@cloudschool.ink","Priya Shetty","Priya","Shetty","std03b030","Grade3","Student","AE","Grade03","DivisionB"
"std03b031@cloudschool.ink","Shabana Yadav","Shabana","Yadav","std03b031","Grade3","Student","AE","Grade03","DivisionB"
"std03b032@cloudschool.ink","Srilatha Menon","Srilatha","Menon","std03b032","Grade3","Student","AE","Grade03","DivisionB"
"std03b033@cloudschool.ink","Anil More","Anil","More","std03b033","Grade3","Student","AE","Grade03","DivisionB"
"std03b034@cloudschool.ink","Varun Nair","Varun","Nair","std03b034","Grade3","Student","AE","Grade03","DivisionB"
"std03b035@cloudschool.ink","Kritika Pathak","Kritika","Pathak","std03b035","Grade3","Student","AE","Grade03","DivisionB"
"std03b036@cloudschool.ink","Gaurav Tomar","Gaurav","Tomar","std03b036","Grade3","Student","AE","Grade03","DivisionB"
"std03b037@cloudschool.ink","Shivam Chauhan","Shivam","Chauhan","std03b037","Grade3","Student","AE","Grade03","DivisionB"
"std03b038@cloudschool.ink","Chandrika More","Chandrika","More","std03b038","Grade3","Student","AE","Grade03","DivisionB"
"std03b039@cloudschool.ink","Anusha More","Anusha","More","std03b039","Grade3","Student","AE","Grade03","DivisionB"
"std03b040@cloudschool.ink","Sameer Pawar","Sameer","Pawar","std03b040","Grade3","Student","AE","Grade03","DivisionB"
"std03b041@cloudschool.ink","Antony Jadhav","Antony","Jadhav","std03b041","Grade3","Student","AE","Grade03","DivisionB"
"std03b042@cloudschool.ink","Ravi Syed","Ravi","Syed","std03b042","Grade3","Student","AE","Grade03","DivisionB"
"std03b043@cloudschool.ink","Aadhya Parmar","Aadhya","Parmar","std03b043","Grade3","Student","AE","Grade03","DivisionB"
"std03b044@cloudschool.ink","Ramesh Koli","Ramesh","Koli","std03b044","Grade3","Student","AE","Grade03","DivisionB"
"std03b045@cloudschool.ink","Tejas Shinde","Tejas","Shinde","std03b045","Grade3","Student","AE","Grade03","DivisionB"
"std03b046@cloudschool.ink","Uday Patil","Uday","Patil","std03b046","Grade3","Student","AE","Grade03","DivisionB"
"std03b047@cloudschool.ink","Varun Bhandari","Varun","Bhandari","std03b047","Grade3","Student","AE","Grade03","DivisionB"
"std03b048@cloudschool.ink","Neha Desai","Neha","Desai","std03b048","Grade3","Student","AE","Grade03","DivisionB"
"std03b049@cloudschool.ink","Arjun Naidu","Arjun","Naidu","std03b049","Grade3","Student","AE","Grade03","DivisionB"
"std03b050@cloudschool.ink","Nisha Negi","Nisha","Negi","std03b050","Grade3","Student","AE","Grade03","DivisionB"
"std03b051@cloudschool.ink","Ritu Menon","Ritu","Menon","std03b051","Grade3","Student","AE","Grade03","DivisionB"
"std03b052@cloudschool.ink","Pallavi Siddiqui","Pallavi","Siddiqui","std03b052","Grade3","Student","AE","Grade03","DivisionB"
"std03b053@cloudschool.ink","Ankita Pathak","Ankita","Pathak","std03b053","Grade3","Student","AE","Grade03","DivisionB"
"std03b054@cloudschool.ink","Joseph Pathak","Joseph","Pathak","std03b054","Grade3","Student","AE","Grade03","DivisionB"
"std03c055@cloudschool.ink","Susan Thomas","Susan","Thomas","std03c055","Grade3","Student","AE","Grade03","DivisionC"
"std03c056@cloudschool.ink","Kapil Ghosh","Kapil","Ghosh","std03c056","Grade3","Student","AE","Grade03","DivisionC"
"std03c057@cloudschool.ink","Vishal Salunkhe","Vishal","Salunkhe","std03c057","Grade3","Student","AE","Grade03","DivisionC"
"std03c058@cloudschool.ink","Aarohi Hegde","Aarohi","Hegde","std03c058","Grade3","Student","AE","Grade03","DivisionC"
"std03c059@cloudschool.ink","Sneha Shinde","Sneha","Shinde","std03c059","Grade3","Student","AE","Grade03","DivisionC"
"std03c060@cloudschool.ink","Aishwarya Pawar","Aishwarya","Pawar","std03c060","Grade3","Student","AE","Grade03","DivisionC"
"std03c061@cloudschool.ink","Vivaan Bajaj","Vivaan","Bajaj","std03c061","Grade3","Student","AE","Grade03","DivisionC"
"std03c062@cloudschool.ink","Lakshmi Bajaj","Lakshmi","Bajaj","std03c062","Grade3","Student","AE","Grade03","DivisionC"
